DEWP,TEMP,PRES,Iws,Ir,year,month,day,hour,cbwd,Is,pm2.5
-7,-4.0,1029.0,37.99,0,a3,b0,c14,d0,SE,i0,151.0
14,15.0,1007.0,0.89,0,a1,b4,c10,d7,cv,i0,106.0
-16,2.0,1023.0,15.65,0,a3,b2,c23,d1,NE,i0,10.0
5,28.0,1009.0,28.6,0,a4,b4,c16,d16,SE,i0,54.0
-1,29.0,1006.0,7.6,0,a2,b4,c4,d17,SE,i0,286.0
-8,-4.0,1029.0,0.89,0,a1,b11,c26,d19,cv,i0,250.0
-8,0.0,1035.0,171.69,0,a0,b10,c12,d23,NW,i0,29.0
24,32.0,1002.0,8.05,0,a1,b7,c11,d14,SE,i0,159.0
8,19.0,1010.0,1.79,0,a4,b3,c8,d9,NE,i0,162.0
19,22.0,995.0,4.92,1,a1,b5,c6,d20,SE,i0,47.0
17,19.0,1009.0,1.78,0,a3,b4,c25,d2,cv,i0,108.0
4,6.0,1014.0,1.79,0,a2,b2,c15,d10,NW,i0,286.0
-29,-1.0,1028.0,281.17,0,a3,b10,c26,d18,NW,i0,8.0
-9,-3.0,1023.0,3.58,0,a0,b10,c24,d19,NE,i0,106.0
15,20.0,1003.0,5.81,0,a2,b3,c22,d23,SE,i0,268.0
23,31.0,1002.0,47.39,0,a0,b6,c26,d20,SE,i0,130.0
5,27.0,1000.0,9.39,0,a3,b4,c12,d15,SE,i0,75.0
-15,-5.0,1025.0,1.79,0,a0,b0,c13,d17,SE,i0,89.0
-13,25.0,1010.0,87.63,0,a3,b3,c28,d20,NW,i0,37.0
17,21.0,1012.0,0.89,0,a0,b7,c27,d1,SE,i0,94.0
-16,-3.0,1039.0,3.13,0,a1,b11,c8,d10,NE,i0,26.0
-21,-10.0,1034.0,268.68,0,a1,b0,c23,d2,NW,i0,11.0
-10,-1.0,1025.0,29.5,0,a3,b1,c14,d19,SE,i0,63.0
18,29.0,1012.0,24.59,0,a0,b7,c23,d16,SE,i0,87.0
15,24.0,1012.0,0.89,0,a1,b8,c5,d10,cv,i0,95.0
24,32.0,1001.0,14.76,0,a3,b7,c14,d16,SE,i0,109.0
-21,-12.0,1037.0,39.34,0,a4,b1,c9,d3,NW,i0,9.0
13,34.0,1007.0,1.79,0,a3,b7,c17,d15,cv,i0,16.0
-6,-5.0,1025.0,25.49,0,a3,b0,c21,d22,SE,i6,412.0
-9,-3.0,1028.0,1.79,0,a0,b1,c0,d9,SE,i0,53.0
-18,-10.0,1030.0,0.89,0,a0,b1,c2,d2,NE,i0,62.0
-4,2.0,1032.0,12.52,0,a4,b1,c22,d0,SE,i0,287.0
-2,4.0,1017.0,261.54,0,a2,b10,c3,d23,NW,i0,22.0
-5,12.0,1012.0,48.71,0,a3,b3,c24,d4,NW,i0,16.0
14,18.0,1014.0,14.31,0,a0,b4,c30,d3,SE,i0,75.0
0,10.0,1014.0,180.14,0,a0,b4,c10,d5,NW,i0,5.0
-13,-3.0,1021.0,6.7,0,a0,b0,c25,d18,SE,i0,199.0
16,17.0,1009.0,1.34,0,a4,b7,c13,d6,cv,i0,35.0
1,9.0,1005.0,0.89,0,a3,b3,c14,d7,NW,i0,73.0
-11,11.0,1026.0,3.58,0,a4,b10,c21,d14,cv,i0,28.0
-18,1.0,1024.0,4.92,0,a3,b1,c16,d20,NW,i0,20.0
-19,-3.0,1039.0,0.89,0,a1,b0,c25,d12,cv,i0,54.0
-16,-2.0,1033.0,17.43,0,a3,b1,c0,d21,NE,i0,21.0
20,25.0,1002.0,23.7,0,a2,b5,c22,d14,SE,i0,165.0
12,14.0,1008.0,0.89,0,a2,b8,c18,d2,NE,i0,46.0
-24,-8.0,1038.0,2.68,0,a2,b1,c0,d20,NE,i0,39.0
20,32.0,999.0,8.5,0,a3,b7,c3,d13,SE,i0,76.0
-11,-6.0,1032.0,9.83,0,a2,b11,c10,d21,SE,i0,139.0
-4,4.0,1027.0,12.07,0,a4,b10,c14,d22,NW,i0,261.0
-7,-5.0,1024.0,0.89,0,a4,b11,c18,d0,NW,i0,274.0
7,15.0,1012.0,33.08,0,a3,b3,c21,d18,SE,i0,158.0
19,27.0,1006.0,22.81,0,a2,b7,c9,d21,SE,i0,97.0
-4,1.0,1025.0,0.89,0,a4,b1,c25,d1,NE,i0,532.0
19,26.0,1009.0,31.74,0,a2,b7,c25,d19,SE,i0,172.0
-20,-2.0,1028.0,16.54,0,a0,b1,c1,d12,NE,i0,27.0
-5,-4.0,1021.0,0.89,0,a0,b1,c26,d8,cv,i4,52.0
-15,4.0,1017.0,94.78,0,a2,b2,c5,d9,NW,i0,20.0
-2,13.0,1008.0,3.58,0,a0,b4,c2,d5,NW,i0,44.0
7,28.0,1003.0,79.13,0,a3,b4,c29,d22,SE,i0,70.0
13,21.0,1012.0,8.94,0,a3,b7,c30,d23,SE,i0,38.0
-17,14.0,1014.0,4.92,0,a3,b1,c26,d17,SE,i0,27.0
18,19.0,1015.0,2.67,0,a2,b7,c23,d7,NE,i0,110.0
20,31.0,1002.0,20.12,0,a1,b5,c14,d13,SE,i0,164.0
-22,-4.0,1037.0,25.48,0,a0,b1,c10,d10,NW,i0,12.0
-18,-3.0,1023.0,185.97,0,a0,b11,c10,d1,NW,i0,36.0
-21,3.0,1021.0,31.73,0,a1,b0,c12,d16,NW,i0,75.0
16,21.0,1009.0,0.89,0,a4,b5,c9,d20,cv,i0,88.0
-16,-4.0,1032.0,28.16,0,a2,b0,c10,d19,SE,i0,71.0
-5,12.0,1013.0,1.78,0,a2,b3,c27,d7,cv,i0,108.0
0,16.0,1015.0,76.87,0,a1,b9,c15,d20,NW,i0,33.0
-2,-1.0,1024.0,1.34,0,a1,b11,c1,d10,cv,i4,265.0
-8,-2.0,1025.0,0.89,0,a2,b0,c17,d12,cv,i0,345.0
14,16.0,1014.0,8.5,0,a1,b8,c22,d23,SE,i0,225.0
18,21.0,1004.0,0.89,1,a0,b5,c15,d22,cv,i0,27.0
15,21.0,1006.0,1.78,0,a2,b4,c18,d2,cv,i0,139.0
-18,10.0,1027.0,23.24,0,a4,b2,c18,d22,NW,i0,13.0
22,25.0,1006.0,40.24,0,a4,b6,c5,d8,SE,i0,240.0
-7,1.0,1033.0,25.93,0,a4,b1,c15,d23,SE,i0,216.0
13,14.0,1022.0,0.89,0,a4,b9,c9,d2,SE,i0,386.0
10,22.0,1013.0,3.13,1,a0,b4,c13,d16,SE,i0,159.0
-5,22.0,1008.0,20.56,0,a4,b3,c0,d18,SE,i0,48.0
8,10.0,1027.0,0.89,0,a0,b9,c18,d18,SE,i0,79.0
-19,-3.0,1028.0,1.79,0,a3,b0,c5,d12,NE,i0,65.0
-14,10.0,1025.0,3.58,0,a1,b2,c9,d10,NE,i0,54.0
1,15.0,1027.0,6.26,0,a1,b10,c6,d12,NE,i0,40.0
16,24.0,1012.0,13.41,0,a2,b4,c20,d19,SE,i0,116.0
-24,1.0,1029.0,6.26,0,a0,b2,c4,d18,NE,i0,22.0
-15,-12.0,1029.0,0.89,0,a1,b1,c14,d7,NE,i0,125.0
-13,0.0,1027.0,31.3,0,a1,b11,c13,d1,NW,i0,15.0
-23,-10.0,1035.0,4.02,0,a1,b0,c17,d3,NW,i0,13.0
15,20.0,1012.0,0.89,0,a3,b8,c16,d3,NE,i0,117.0
22,26.0,1005.0,0.89,0,a0,b7,c7,d23,cv,i0,221.0
-11,1.0,1030.0,0.89,0,a1,b11,c26,d12,cv,i0,146.0
14,25.0,1015.0,3.57,0,a4,b8,c23,d14,cv,i0,14.0
20,26.0,1010.0,29.06,0,a0,b6,c12,d21,NW,i0,99.0
-23,1.0,1031.0,154.65,0,a0,b2,c8,d16,NW,i0,21.0
16,23.0,1003.0,1.79,0,a3,b5,c0,d0,SE,i0,105.0
-9,7.0,1030.0,1.79,0,a1,b11,c11,d13,SE,i0,31.0
-17,6.0,1023.0,56.78,0,a1,b2,c0,d14,NW,i0,11.0
-4,13.0,1029.0,25.02,0,a2,b9,c27,d10,NE,i0,9.0
13,13.0,1019.0,1.34,0,a4,b9,c7,d23,cv,i0,406.0
-18,-6.0,1037.0,4.92,0,a2,b0,c3,d8,NW,i0,20.0
-6,-5.0,1018.0,1.78,0,a3,b1,c26,d2,cv,i0,415.0
9,14.0,1021.0,23.69,0,a4,b3,c25,d22,SE,i0,35.0
12,12.0,1014.0,5.36,0,a1,b8,c23,d6,NW,i0,119.0
-21,-4.0,1033.0,12.96,0,a1,b0,c18,d11,NW,i0,25.0
-19,0.0,1037.0,3.13,0,a1,b0,c25,d14,SE,i0,55.0
-15,-1.0,1025.0,1.79,0,a3,b0,c6,d13,cv,i0,102.0
-13,11.0,1018.0,9.39,0,a1,b2,c10,d12,SE,i0,92.0
-12,-5.0,1020.0,0.89,0,a4,b0,c1,d4,cv,i0,172.0
-3,-2.0,1023.0,0.89,0,a1,b11,c1,d6,NE,i0,296.0
19,21.0,1008.0,1.79,0,a3,b5,c7,d11,SE,i0,212.0
-12,-5.0,1029.0,0.89,0,a4,b1,c5,d1,cv,i0,151.0
-8,6.0,1022.0,29.06,0,a2,b3,c5,d23,SE,i0,23.0
-18,2.0,1026.0,118.02,0,a1,b2,c22,d6,NW,i0,20.0
-7,-5.0,1025.0,1.79,0,a3,b0,c10,d3,NW,i0,416.0
18,29.0,1003.0,3.13,0,a0,b5,c13,d14,SE,i0,67.0
-27,-11.0,1041.0,224.4,0,a1,b0,c14,d4,NW,i0,12.0
17,19.0,1008.0,15.2,2,a4,b5,c12,d17,NW,i0,49.0
16,19.0,1016.0,0.89,0,a3,b8,c2,d1,cv,i0,95.0
13,19.0,1013.0,30.85,1,a1,b4,c25,d8,SE,i0,116.0
-12,-2.0,1025.0,0.89,0,a4,b11,c13,d21,SE,i0,109.0
16,26.0,1012.0,10.28,0,a1,b8,c3,d19,SE,i0,35.0
2,12.0,1025.0,5.8,0,a2,b10,c8,d12,cv,i0,91.0
-14,0.0,1030.0,157.8,0,a1,b10,c22,d1,NW,i0,7.0
-4,-1.0,1009.0,1.79,0,a2,b10,c26,d19,NE,i0,276.0
-16,-1.0,1032.0,108.17,0,a4,b11,c9,d22,NW,i0,16.0
-4,-2.0,1019.0,10.72,0,a0,b10,c9,d6,NW,i0,70.0
13,20.0,1007.0,9.83,0,a1,b5,c11,d1,NW,i0,16.0
-15,-5.0,1028.0,1.79,0,a0,b1,c4,d4,SE,i0,87.0
23,25.0,1000.0,0.89,0,a3,b6,c26,d14,cv,i0,104.0
-16,8.0,1021.0,3.13,0,a1,b2,c7,d15,SE,i0,21.0
-19,-8.0,1041.0,12.52,0,a1,b0,c26,d1,NW,i0,161.0
-2,13.0,1015.0,59.01,0,a1,b3,c22,d23,NW,i0,12.0
22,23.0,1001.0,0.89,2,a0,b6,c0,d10,cv,i0,150.0
-12,4.0,1009.0,7.6,0,a0,b11,c26,d12,NW,i0,119.0
16,26.0,1013.0,3.58,0,a4,b7,c26,d22,SE,i0,94.0
-9,4.0,1025.0,0.89,0,a3,b10,c10,d20,cv,i0,76.0
24,26.0,1002.0,24.59,0,a2,b6,c7,d22,SE,i0,115.0
15,18.0,1014.0,0.89,0,a3,b8,c11,d7,cv,i0,164.0
14,17.0,1024.0,1.79,0,a3,b9,c5,d12,NW,i0,152.0
14,27.0,1003.0,42.47,0,a2,b5,c3,d22,SE,i0,47.0
17,28.0,1007.0,25.04,0,a0,b6,c7,d23,SE,i0,73.0
-17,2.0,1023.0,94.77,0,a1,b1,c1,d21,NW,i0,89.0
0,9.0,1008.0,2.67,0,a2,b3,c24,d23,cv,i0,120.0
-14,24.0,1011.0,100.59,0,a3,b3,c28,d22,NW,i0,32.0
-20,11.0,1021.0,76.43,0,a0,b3,c1,d14,NW,i0,17.0
-6,-4.0,1017.0,0.89,0,a2,b2,c4,d2,SE,i0,220.0
22,23.0,1009.0,0.89,0,a2,b7,c29,d4,NE,i0,281.0
-14,6.0,1024.0,194.45,0,a3,b10,c15,d23,NW,i0,11.0
-4,1.0,1025.0,7.16,0,a3,b1,c20,d18,SE,i0,271.0
11,26.0,1006.0,1.79,0,a1,b5,c1,d10,cv,i0,143.0
-5,5.0,1025.0,0.89,0,a0,b3,c6,d0,NE,i0,52.0
19,30.0,1005.0,6.71,0,a4,b6,c23,d18,SE,i0,51.0
-17,-7.0,1023.0,126.06,0,a1,b1,c2,d5,NW,i0,29.0
24,27.0,1002.0,0.89,0,a0,b7,c11,d22,cv,i0,96.0
0,1.0,1032.0,0.89,0,a1,b11,c5,d10,cv,i0,210.0
-13,-6.0,1029.0,0.9,0,a3,b1,c22,d2,cv,i0,114.0
24,26.0,1002.0,3.13,0,a2,b6,c6,d9,SE,i0,173.0
11,29.0,1014.0,16.1,0,a3,b4,c6,d15,SE,i0,130.0
22,24.0,1012.0,1.78,0,a1,b7,c20,d8,cv,i0,118.0
12,12.0,1021.0,0.89,0,a1,b9,c19,d20,cv,i0,299.0
13,26.0,999.0,4.92,0,a2,b5,c12,d13,SE,i0,86.0
6,6.0,1017.0,17.44,0,a1,b10,c16,d20,NW,i0,166.0
21,26.0,1010.0,1.78,0,a0,b6,c12,d12,cv,i0,84.0
26,27.0,1006.0,4.92,0,a1,b6,c28,d1,SE,i0,311.0
-7,-4.0,1024.0,3.13,0,a3,b0,c12,d19,SE,i0,343.0
-10,9.0,1024.0,1.79,0,a3,b3,c18,d0,SE,i0,41.0
-4,1.0,1026.0,0.89,0,a4,b10,c24,d0,NE,i0,90.0
10,12.0,1018.0,0.89,0,a3,b9,c4,d7,cv,i0,294.0
19,30.0,1003.0,26.82,0,a0,b6,c19,d12,NW,i0,34.0
6,8.0,1028.0,0.89,0,a0,b9,c19,d7,NW,i0,86.0
-23,4.0,1028.0,4.92,0,a2,b2,c10,d18,SE,i0,26.0
19,23.0,1010.0,4.92,0,a3,b7,c19,d5,SE,i0,92.0
-10,11.0,1021.0,21.89,0,a0,b11,c4,d14,NW,i0,16.0
-19,-11.0,1033.0,0.89,0,a4,b0,c12,d8,NE,i0,112.0
-20,7.0,1012.0,13.85,0,a0,b11,c16,d13,SE,i0,73.0
-10,10.0,1017.0,34.86,0,a3,b10,c15,d8,NW,i0,32.0
-2,18.0,1014.0,3.13,0,a4,b3,c11,d19,SE,i0,119.0
16,25.0,1016.0,12.08,0,a4,b8,c20,d16,SE,i0,96.0
-18,11.0,1014.0,8.94,0,a0,b1,c18,d15,SE,i0,58.0
13,20.0,1011.0,1.79,0,a4,b9,c1,d14,SE,i0,31.0
-12,15.0,1027.0,29.05,0,a1,b3,c2,d11,NW,i0,94.0
4,15.0,1026.0,1.78,0,a1,b9,c27,d11,cv,i0,82.0
7,10.0,1027.0,0.45,0,a1,b10,c2,d6,cv,i0,61.0
21,22.0,1004.0,0.89,0,a3,b5,c29,d4,cv,i0,189.0
-12,-7.0,1023.0,1.78,0,a3,b0,c24,d20,SE,i0,130.0
-8,-2.0,1021.0,0.89,0,a2,b1,c28,d2,cv,i0,185.0
12,18.0,1006.0,30.85,0,a2,b5,c15,d1,NW,i0,11.0
11,24.0,1011.0,1.79,0,a4,b8,c8,d10,SE,i0,19.0
19,21.0,1008.0,1.79,0,a3,b5,c5,d18,NW,i0,207.0
-1,4.0,1021.0,25.93,0,a4,b10,c27,d22,SE,i0,214.0
-18,-4.0,1038.0,202.52,0,a1,b11,c13,d23,NW,i0,23.0
20,32.0,1004.0,12.07,0,a1,b5,c18,d17,SE,i0,155.0
18,20.0,1011.0,8.05,0,a0,b7,c20,d19,NW,i0,26.0
21,25.0,1005.0,86.3,0,a4,b6,c6,d2,SE,i0,130.0
5,6.0,1024.0,3.57,0,a4,b9,c28,d6,NW,i0,114.0
9,20.0,1018.0,7.6,0,a4,b3,c25,d17,SE,i0,48.0
-15,-6.0,1024.0,3.13,0,a0,b11,c10,d8,SE,i0,23.0
-5,10.0,1021.0,0.89,0,a3,b10,c7,d11,cv,i0,109.0
18,25.0,1009.0,0.89,0,a4,b7,c13,d10,cv,i0,26.0
9,11.0,1021.0,2.67,0,a0,b9,c21,d0,NE,i0,184.0
-26,2.0,1033.0,278.95,0,a3,b11,c25,d15,NW,i0,16.0
-16,3.0,1028.0,3.13,0,a3,b10,c9,d22,NW,i0,56.0
-3,0.0,1019.0,1.79,0,a3,b1,c16,d0,SE,i0,271.0
19,20.0,1007.0,0.45,0,a3,b5,c8,d2,cv,i0,169.0
-19,-5.0,1029.0,75.55,0,a1,b0,c4,d0,NW,i0,28.0
-1,0.0,1016.0,0.89,0,a4,b10,c19,d5,cv,i0,334.0
-23,2.0,1026.0,65.26,0,a3,b1,c13,d13,NE,i0,7.0
4,17.0,1013.0,58.55,0,a3,b4,c2,d0,SE,i0,59.0
11,19.0,1010.0,16.1,0,a1,b9,c12,d18,SE,i0,40.0
15,24.0,1014.0,4.02,0,a4,b8,c23,d17,SE,i0,10.0
19,19.0,1015.0,3.58,0,a2,b8,c9,d5,SE,i0,145.0
-8,13.0,1018.0,46.48,0,a0,b2,c22,d16,SE,i0,60.0
26,26.0,1006.0,3.58,0,a1,b6,c28,d8,SE,i0,264.0
10,33.0,1005.0,6.26,0,a4,b5,c26,d17,SE,i0,13.0
-22,-8.0,1029.0,8.04,0,a3,b0,c4,d8,NW,i0,29.0
-2,15.0,1032.0,20.12,0,a4,b9,c11,d8,NW,i0,4.0
-6,21.0,1012.0,174.78,0,a1,b4,c13,d1,NW,i0,27.0
1,4.0,1026.0,0.89,0,a1,b9,c25,d1,NE,i0,131.0
0,21.0,1016.0,216.35,0,a4,b4,c1,d17,NW,i0,32.0
14,23.0,1015.0,8.05,0,a0,b8,c6,d20,SE,i0,58.0
-12,7.0,1017.0,32.65,0,a4,b0,c26,d16,NW,i0,167.0
-20,0.0,1018.0,18.77,0,a4,b0,c29,d7,NW,i0,6.0
11,27.0,1009.0,49.18,0,a2,b4,c28,d13,SE,i0,93.0
-6,-5.0,1026.0,0.89,0,a3,b0,c28,d8,SE,i0,438.0
-12,6.0,1006.0,53.65,0,a0,b11,c9,d12,NW,i0,35.0
18,22.0,1007.0,0.89,0,a4,b5,c12,d3,NE,i0,105.0
22,30.0,1003.0,17.89,0,a0,b7,c8,d18,SE,i0,224.0
22,26.0,1005.0,6.71,0,a1,b5,c28,d10,SE,i0,275.0
12,24.0,1007.0,3.58,0,a2,b4,c26,d8,SE,i0,101.0
14,15.0,1015.0,6.71,0,a1,b8,c28,d1,NW,i0,328.0
-14,-8.0,1026.0,2.68,0,a3,b0,c6,d21,SE,i0,233.0
-15,8.0,1017.0,34.42,0,a0,b11,c18,d10,NW,i0,52.0
22,23.0,1003.0,1.79,0,a2,b6,c4,d7,SE,i0,77.0
10,11.0,1023.0,0.89,0,a1,b9,c30,d1,cv,i0,258.0
-12,-6.0,1033.0,1.79,0,a0,b1,c5,d9,SE,i1,65.0
-11,-7.0,1015.0,10.28,0,a0,b11,c11,d7,NW,i0,101.0
23,29.0,1012.0,3.58,0,a2,b7,c4,d10,NW,i0,56.0
16,17.0,1007.0,2.68,1,a4,b4,c18,d6,cv,i0,70.0
5,11.0,1018.0,1.78,0,a4,b4,c2,d0,cv,i0,42.0
16,16.0,1005.0,1.78,0,a2,b5,c3,d3,cv,i0,140.0
-26,-7.0,1035.0,56.33,0,a0,b11,c22,d8,NW,i0,21.0
16,19.0,1007.0,0.89,0,a4,b5,c3,d5,cv,i0,87.0
15,29.0,1007.0,16.54,0,a4,b6,c21,d9,NW,i0,15.0
6,11.0,1014.0,2.67,0,a2,b9,c11,d2,cv,i0,143.0
-4,0.0,1014.0,1.79,0,a2,b1,c21,d10,NE,i0,193.0
16,18.0,1004.0,23.7,0,a3,b4,c27,d4,SE,i0,100.0
17,36.0,998.0,4.92,0,a3,b6,c27,d18,SE,i0,25.0
17,34.0,999.0,60.8,0,a2,b6,c21,d16,NW,i0,12.0
10,24.0,1012.0,16.09,0,a0,b4,c14,d20,SE,i0,113.0
-24,-8.0,1032.0,8.94,0,a0,b11,c24,d2,NW,i0,35.0
-1,13.0,1012.0,1.79,0,a2,b3,c6,d23,NW,i0,147.0
23,25.0,1009.0,6.26,0,a1,b6,c10,d9,SE,i0,280.0
13,13.0,1020.0,0.89,0,a1,b8,c10,d6,cv,i0,28.0
17,20.0,1004.0,6.26,0,a0,b5,c17,d0,NW,i0,41.0
-26,-10.0,1043.0,296.41,0,a3,b0,c1,d18,NW,i0,22.0
22,27.0,999.0,0.89,0,a3,b5,c26,d23,NE,i0,150.0
-18,-1.0,1025.0,9.39,0,a3,b0,c5,d17,SE,i0,193.0
-15,-1.0,1029.0,23.7,0,a2,b1,c24,d1,NW,i0,10.0
16,19.0,1015.0,6.26,1,a0,b9,c0,d23,NW,i0,256.0
0,5.0,1013.0,4.02,0,a3,b2,c18,d13,NW,i0,69.0
-3,7.0,1019.0,5.37,0,a3,b11,c7,d12,NE,i0,266.0
7,18.0,1005.0,0.89,0,a0,b4,c3,d1,cv,i0,114.0
16,24.0,1014.0,6.71,0,a4,b8,c11,d17,SE,i0,63.0
8,14.0,1023.0,1.79,1,a1,b10,c3,d20,NW,i0,143.0
22,25.0,1009.0,0.89,0,a0,b6,c13,d20,cv,i0,150.0
2,17.0,1002.0,5.37,0,a2,b3,c25,d12,SE,i0,88.0
-7,10.0,1027.0,12.07,0,a2,b9,c28,d19,NW,i0,11.0
23,24.0,1001.0,0.89,0,a1,b6,c1,d2,cv,i0,150.0
-21,-10.0,1038.0,91.2,0,a4,b1,c8,d8,NW,i0,12.0
15,32.0,999.0,4.02,0,a1,b5,c7,d14,SE,i0,33.0
14,34.0,1004.0,1.79,0,a1,b6,c8,d14,cv,i0,14.0
-27,-10.0,1029.0,130.96,0,a2,b11,c7,d7,NW,i0,11.0
-4,-1.0,1020.0,0.89,0,a0,b1,c27,d0,NE,i0,126.0
19,25.0,1013.0,6.71,0,a2,b5,c26,d9,SE,i0,96.0
13,16.0,1018.0,8.93,0,a0,b5,c2,d5,SE,i0,94.0
-17,-9.0,1021.0,2.68,0,a2,b1,c19,d4,NW,i0,162.0
-25,-9.0,1037.0,108.19,0,a1,b0,c28,d3,NW,i0,7.0
0,18.0,1011.0,16.98,0,a4,b2,c23,d20,SE,i0,199.0
-18,-3.0,1028.0,7.15,0,a3,b0,c8,d18,SE,i0,75.0
18,29.0,1012.0,3.13,0,a0,b7,c22,d15,SE,i0,65.0
-2,24.0,1019.0,1.79,0,a4,b3,c26,d14,NW,i0,72.0
20,25.0,1006.0,4.92,0,a2,b5,c24,d11,SE,i0,80.0
-12,21.0,1018.0,12.96,0,a0,b3,c22,d15,NW,i0,10.0
9,11.0,1022.0,13.41,9,a0,b9,c23,d9,NE,i0,63.0
-4,3.0,1027.0,0.89,0,a4,b1,c24,d10,cv,i0,369.0
-3,6.0,1028.0,24.14,0,a1,b2,c27,d23,SE,i0,56.0
21,24.0,1006.0,0.89,0,a1,b6,c16,d9,cv,i0,121.0
14,16.0,1019.0,4.92,4,a2,b8,c24,d19,NW,i0,23.0
1,7.0,1022.0,1.78,0,a3,b10,c4,d7,cv,i0,135.0
26,31.0,999.0,18.33,0,a3,b7,c5,d19,SE,i0,147.0
11,23.0,1014.0,16.54,1,a3,b4,c7,d12,SE,i0,116.0
10,14.0,1012.0,8.05,0,a3,b7,c30,d5,NW,i0,30.0
-8,0.0,1028.0,57.22,0,a2,b2,c2,d23,SE,i0,106.0
3,13.0,1009.0,0.89,0,a4,b2,c26,d22,cv,i0,125.0
0,3.0,1017.0,1.78,0,a4,b10,c25,d10,cv,i0,201.0
-17,-12.0,1030.0,1.79,0,a2,b0,c11,d1,NE,i0,147.0
22,28.0,1000.0,18.34,0,a4,b6,c2,d20,SE,i0,153.0
-22,-5.0,1032.0,269.12,0,a4,b11,c0,d8,NW,i0,12.0
12,16.0,1011.0,2.67,0,a3,b8,c27,d19,cv,i0,262.0
21,26.0,1002.0,42.92,0,a3,b7,c3,d0,SE,i0,76.0
-9,7.0,1014.0,1.79,0,a2,b3,c1,d2,NW,i0,31.0
23,25.0,1002.0,1.79,0,a2,b6,c5,d17,NE,i0,179.0
-3,5.0,1022.0,11.18,0,a3,b2,c27,d23,SE,i0,109.0
-1,7.0,1009.0,0.89,0,a1,b2,c11,d21,SE,i0,416.0
22,25.0,1005.0,84.51,0,a4,b6,c6,d1,SE,i0,133.0
5,22.0,1015.0,4.02,0,a3,b4,c2,d16,SE,i0,67.0
-18,6.0,1027.0,1.79,0,a4,b1,c18,d15,NE,i0,18.0
6,7.0,1026.0,34.41,0,a1,b10,c1,d0,NW,i0,38.0
3,4.0,1017.0,52.75,4,a2,b2,c16,d21,SE,i0,185.0
-9,5.0,1022.0,0.89,0,a3,b10,c6,d6,cv,i0,15.0
21,23.0,1000.0,0.89,0,a3,b6,c6,d3,cv,i0,42.0
-18,12.0,1014.0,1.79,0,a3,b3,c13,d10,NW,i0,10.0
8,15.0,1019.0,2.23,0,a2,b4,c30,d6,cv,i0,115.0
16,24.0,1002.0,1.79,0,a2,b3,c22,d15,SE,i0,268.0
4,8.0,1018.0,6.71,0,a3,b8,c25,d4,NW,i0,33.0
1,8.0,1025.0,0.89,0,a4,b10,c22,d13,cv,i0,114.0
16,19.0,1011.0,0.89,0,a3,b8,c9,d2,cv,i0,106.0
-2,30.0,1008.0,39.78,0,a1,b4,c21,d16,SE,i0,21.0
-20,-10.0,1034.0,1.79,0,a1,b1,c13,d5,NE,i0,10.0
-16,-10.0,1025.0,0.89,0,a0,b1,c17,d4,NE,i0,80.0
12,16.0,1014.0,1.78,0,a3,b8,c10,d1,cv,i0,98.0
6,22.0,1004.0,1.79,0,a2,b4,c6,d20,SE,i0,134.0
-9,21.0,1023.0,1.79,0,a3,b9,c15,d15,SE,i0,34.0
17,18.0,1015.0,7.15,0,a0,b7,c24,d3,SE,i0,77.0
8,13.0,1018.0,1.78,0,a3,b4,c15,d4,cv,i0,53.0
-12,-6.0,1039.0,9.84,0,a1,b11,c28,d7,SE,i0,41.0
-1,-1.0,1021.0,0.89,0,a0,b10,c29,d10,cv,i0,182.0
14,15.0,1016.0,1.78,0,a0,b9,c6,d21,SE,i0,365.0
-16,7.0,1025.0,60.8,0,a1,b2,c26,d5,NW,i0,12.0
-1,1.0,1029.0,8.5,0,a1,b9,c23,d6,NW,i0,15.0
-1,22.0,1010.0,3.13,0,a3,b3,c25,d12,SE,i0,80.0
-4,21.0,1027.0,2.68,0,a1,b9,c2,d12,cv,i0,14.0
9,18.0,1016.0,8.94,0,a1,b8,c15,d19,NW,i0,25.0
-14,-6.0,1037.0,1.79,0,a0,b0,c14,d20,SE,i0,90.0
14,32.0,1000.0,1.79,0,a2,b6,c1,d10,NW,i0,12.0
7,16.0,1010.0,1.78,0,a2,b4,c24,d0,cv,i0,69.0
-7,-4.0,1024.0,30.85,0,a3,b1,c4,d6,SE,i0,57.0
20,25.0,1002.0,28.16,0,a0,b5,c13,d21,SE,i0,142.0
-1,2.0,1014.0,0.89,0,a0,b10,c9,d21,NE,i0,207.0
-6,-3.0,1018.0,7.16,0,a2,b11,c1,d18,SE,i0,263.0
16,22.0,1012.0,8.94,0,a3,b4,c23,d17,SE,i0,76.0
21,32.0,1004.0,3.13,0,a3,b6,c20,d14,cv,i0,65.0
17,24.0,1006.0,1.79,0,a4,b8,c3,d22,SE,i0,49.0
16,17.0,1008.0,0.45,0,a3,b4,c26,d6,cv,i0,64.0
-10,6.0,1018.0,4.01,0,a0,b11,c19,d11,cv,i0,227.0
-25,-15.0,1031.0,0.89,0,a2,b0,c22,d4,cv,i0,296.0
7,14.0,1011.0,1.34,0,a4,b2,c25,d22,cv,i0,399.0
-9,1.0,1020.0,42.91,0,a2,b1,c27,d23,SE,i0,161.0
0,9.0,1022.0,14.31,0,a0,b10,c4,d9,NW,i0,54.0
